node,node_type,in_degree,out_degree,total_degree
Chronic_colitis,regular,1,0,1
Chronic_cough,regular,1,0,1
Chronic_glomerulonephritis_NOS,regular,0,1,1
Chronic_low_back_pain,regular,0,1,1
Chymosin_REN,regular,0,1,1
Cirrhosis,regular,0,1,1
Clip,regular,0,1,1
Clipping,regular,0,1,1
Clonidine,regular,0,1,1
Clostridium_difficile_infection,regular,0,1,1
Coagulation_procedure,regular,0,1,1
Cockayne_Syndrome,regular,1,0,1
Collagen_Type_II,regular,0,1,1
Colorectal_Cancer,regular,0,1,1
Common_wart,regular,1,0,1
Complication_infection,regular,0,1,1
Compression,regular,0,1,1
Congenital_Disorders,regular,1,0,1
Congenital_heart_disease,regular,0,1,1
Congenital_infectious_disease,regular,1,0,1
Connective_Tissue_Diseases,regular,1,0,1
Constipation,regular,1,0,1
Constriction_injury,regular,0,1,1
Consultation,regular,1,0,1
Contraceptives_Oral,regular,0,1,1
Coronary_Thrombosis,regular,0,1,1
Coronary_artery_embolism,regular,0,1,1
Cosmetic_procedure,regular,0,1,1
Coughing,regular,1,0,1
Craniosynostosis,regular,1,0,1
Creutzfeldt_Jakob_Syndrome,regular,1,0,1
Culicidae,regular,0,1,1
Cycloheximide,regular,0,1,1
Cystitis,regular,1,0,1
Cytokine_Storm,regular,1,0,1
Cytopathic_effect,regular,1,0,1
Cytotoxic_agent,regular,0,1,1
DHPS_gene_DHPS,regular,0,1,1
DNA_Fragmentation,regular,0,1,1
DNA_Sequence,regular,0,1,1
DOCA,regular,0,1,1
Dactinomycin,regular,0,1,1
Decreased_Immunologic_Activity_PE,regular,1,0,1
Deformity,regular,1,0,1
Degenerative_disc_disease_NOS,regular,0,1,1
Degenerative_disorder,regular,1,0,1
Delirium,regular,1,0,1
Dementia,regular,0,1,1
Demyelination,regular,1,0,1
Dengue_Fever,regular,1,0,1
Deoxycorticosterone,regular,0,1,1
Dependence,regular,1,0,1
Dermatitis,regular,1,0,1
Desoxycorticosterone_acetate,regular,0,1,1
Detection,regular,0,1,1
Dextran,regular,0,1,1
Diabetic_Cardiomyopathies,regular,1,0,1
Diabetic_Neuropathies,regular,1,0,1
Diabetic_macular_edema,regular,0,1,1
Diarrheal_disorder,regular,0,1,1
Did_not_receive_therapy_or_drug_for,regular,0,1,1
Diet_Protein_Restricted,regular,0,1,1
Diethylhexyl_Phthalate,regular,0,1,1
Digoxin,regular,0,1,1
Dinoprost,regular,0,1,1
Dioxins,regular,0,1,1
Diphosphonates,regular,0,1,1
Diquat,regular,0,1,1
Disability_neurological,regular,1,0,1
Discomfort,regular,1,0,1
Disorder_of_artery,regular,1,0,1
Diuretics,regular,0,1,1
Dopa,regular,0,1,1
Dopamine_Receptor,regular,0,1,1
Drug_Induced_Liver_Disease,regular,1,0,1
Dysregulated_host_response,regular,0,1,1
Dystonia,regular,1,0,1
E2F1_gene_E2F1_UBE2L3,regular,0,1,1
EFS,regular,0,1,1
Early_Diagnosis,regular,0,1,1
Ecstasy_drug,regular,0,1,1
Ehlers_Danlos_Syndrome,regular,1,0,1
Elastases,regular,0,1,1
Elements,regular,0,1,1
Embolism_Paradoxical,regular,0,1,1
Emodin,regular,0,1,1
Emotional_Stress,regular,0,1,1
Endocrine_Disruptors,regular,0,1,1
Endocrine_System_Diseases,regular,0,1,1
Endometritis,regular,1,0,1
Enterobacteriaceae,regular,0,1,1
Enterovirus,regular,0,1,1
Environmental_Exposure,regular,0,1,1
Environmental_Pollutants,regular,0,1,1
Epidemic,regular,0,1,1
Epidermolysis_Bullosa_Dystrophica,regular,1,0,1
Epigenetic_Process,regular,0,1,1
Escherichia_coli_Infections,regular,1,0,1
Ethylnitrosourea,regular,0,1,1
Etiologic_Agent,regular,0,1,1
Etomidate,regular,0,1,1
Evolution,regular,0,1,1
Exanthema,regular,1,0,1
Excessive_tearing,regular,1,0,1
Exostoses,regular,0,1,1
Exsanguination,regular,0,1,1
Extrapyramidal_sign,regular,1,0,1
FRAGMENTS,regular,0,1,1
FRAP1_protein_human_MTOR,regular,0,1,1
Fabry_Disease,regular,1,0,1
Familial_Alzheimer_s_disease,regular,1,0,1
Familial_disease,regular,1,0,1
Familial_hypophosphatemic_bone_disease,regular,1,0,1
Fanconi_s_Anemia,regular,1,0,1
Fatal_Outcome,regular,1,0,1
Fatigue,regular,1,0,1
Fatty_Acids,regular,0,1,1
Fatty_Acids_Nonesterified,regular,0,1,1
Febrile_neutropenia,regular,1,0,1
Fenretinide,regular,0,1,1
Fentanyl,regular,0,1,1
Fetal_Alcohol_Syndrome,regular,1,0,1
Fetal_Distress,regular,0,1,1
Flavivirus,regular,0,1,1
Flavonoids,regular,0,1,1
Fluid_overload,regular,0,1,1
Flurothyl,regular,0,1,1
Foramen_Ovale_Patent,regular,0,1,1
Force,regular,0,1,1
Foreign_Bodies,regular,0,1,1
Fragile_X_Syndrome,regular,1,0,1
Functional_disorder_of_intestine,regular,1,0,1
Fusarium,regular,0,1,1
G2_Phase,regular,0,1,1
Gadolinium,regular,0,1,1
Gastric_mucosal_lesion,regular,1,0,1
Gastrointestinal_Hemorrhage,regular,0,1,1
Gaucher_Disease,regular,1,0,1
Gene_Environment_Interaction,regular,0,1,1
Gene_Expression,regular,0,1,1
Generalized_ischemic_myocardial_dysfunction,regular,0,1,1
Genistein,regular,0,1,1
Genome,regular,0,1,1
Genus_Coronavirus,regular,0,1,1
Gingival_Hyperplasia,regular,1,0,1
Glomerulosclerosis,regular,1,0,1
Glucocorticoid_remediable_aldosteronism,regular,0,1,1
Glucose_Intolerance,regular,1,0,1
Glutathione,regular,0,1,1
Glycerol,regular,0,1,1
Glycogen_Synthase_Kinase_3,regular,0,1,1
Glycogen_storage_disease_type_II,regular,1,0,1
Glycyrrhizic_Acid,regular,0,1,1
Gout,regular,1,0,1
Graft_loss,regular,1,0,1
Graft_vs_Host_Disease,regular,0,1,1
Gram_Positive_Cocci,regular,0,1,1
Granuloma,regular,1,0,1
Granulomatous_Disease_Chronic,regular,1,0,1
Graves_Disease,regular,0,1,1
Growth_retardation,regular,1,0,1
HIV_1,regular,0,1,1
HM13_gene_HM13,regular,0,1,1
HMGB1_Protein,regular,0,1,1
Hallopeau_Siemens_Disease,regular,1,0,1
Halothane,regular,0,1,1
Hashimoto_Disease,regular,0,1,1
Heart_Injuries,regular,1,0,1
Helminths,regular,0,1,1
Hematoma,regular,1,0,1
Hemiparesis,regular,1,0,1
Hemiplegia,regular,1,0,1
Hemophilia_A,regular,1,0,1
Hemorrhagic_Fever_with_Renal_Syndrome,regular,1,0,1
Hemorrhagic_cystitis,regular,1,0,1
Hepatic_Vein_Thrombosis,regular,1,0,1
Hepatic_necrosis,regular,1,0,1
Hepatitis_B_Chronic,regular,0,1,1
Hepatitis_C_Chronic,regular,0,1,1
Hepatocarcinogenesis,regular,1,0,1
Hepatolenticular_Degeneration,regular,1,0,1
Hereditary_hemochromatosis,regular,1,0,1
Hereditary_hemorrhagic_telangiectasia,regular,1,0,1
Herpesviridae,regular,0,1,1
Histopathology,regular,1,0,1
Hormones,regular,0,1,1
Huntington_Disease,regular,1,0,1
Hydrocortisone,regular,0,1,1
Hydroxydopamine,regular,0,1,1
Hyperaldosteronism,regular,0,1,1
Hypercholesterolemia_Familial,regular,1,0,1
Hyperemia,regular,1,0,1
Hypernatremia,regular,0,1,1
Hyperparathyroidism,regular,0,1,1
Hyperphagia,regular,0,1,1
Hyperprolactinemia,regular,1,0,1
Hypertensive_heart_disease_NOS,regular,1,0,1
Hypokinesia,regular,1,0,1
Hypophosphatasia,regular,1,0,1
Hypopituitarism,regular,1,0,1
Hypoplasia,regular,0,1,1
Ibotenic_Acid,regular,0,1,1
Immune_Mediated_Adverse_Reaction,regular,1,0,1
Immune_System_Diseases,regular,0,1,1
Immunization,regular,0,1,1
Immunologic_Adjuvants,regular,0,1,1
Immunosuppressive_Agents,regular,0,1,1
Increased_calorie_diet,regular,0,1,1
Infection_by_Cryptococcus_neoformans,regular,1,0,1
Infectious_Mononucleosis,regular,1,0,1
Infectious_agent,regular,0,1,1
Infectious_bovine_keratoconjunctivitis,regular,1,0,1
Infectious_disease_of_lung,regular,0,1,1
Inflammation_Mediators,regular,0,1,1
Inflammation_allergic,regular,1,0,1
Inflammatory_disorder,regular,1,0,1
Inflammatory_pain,regular,1,0,1
Infusion_procedures,regular,0,1,1
Inherited_neuropathies,regular,1,0,1
Injection,regular,0,1,1
Injury_of_stomach,regular,1,0,1
Injury_to_kidney_NOS,regular,1,0,1
Insemination,regular,0,1,1
Inspiration_function,regular,0,1,1
Insulin_Receptor_INSR,regular,0,1,1
Interleukin_17,regular,0,1,1
Interleukin_6,regular,0,1,1
Interventional_procedure,regular,0,1,1
Intestinal_Diseases,regular,1,0,1
Intracellular_parasite,regular,0,1,1
Intracranial_Aneurysm,regular,0,1,1
Intubation_Intratracheal,regular,0,1,1
Iodoacetate,regular,0,1,1
Ionizing_radiation,regular,0,1,1
Iron_deficiency,regular,0,1,1
Isolate_microorganism,regular,0,1,1
Japanese_encephalitis_virus,regular,0,1,1
Juvenile_Neuronal_Ceroid_Lipfuscinosis,regular,1,0,1
Juxtaglomerular_tumor,regular,0,1,1
Kaolin,regular,0,1,1
Ketamine,regular,0,1,1
Kidney_Transplantation,regular,0,1,1
Kidney_Tubular_Necrosis_Acute,regular,0,1,1
LRRK2_gene_LRRK2,regular,0,1,1
Leber_s_amaurosis,regular,1,0,1
Legionella_pneumophila,regular,0,1,1
Leigh_Disease,regular,1,0,1
Lesion_of_stomach,regular,1,0,1
Leucodystrophy_NOS,regular,1,0,1
Leukemia_Lymphoma_T_Cell_Acute_HTLV_I_Associated,regular,1,0,1
Leukoencephalopathy,regular,1,0,1
Leukopenia,regular,1,0,1
Leukosis_Virus_Avian,regular,0,1,1
Leukotriene_C4,regular,0,1,1
Leukotriene_D4,regular,0,1,1
Lewy_Body_Disease,regular,1,0,1
Licorice,regular,0,1,1
Ligature,regular,0,1,1
Lipoma,regular,0,1,1
Lipoproteins,regular,0,1,1
Liquid_substance,regular,0,1,1
Listeriosis,regular,1,0,1
Lithium,regular,0,1,1
Little_s_Disease,regular,0,1,1
Liver_neoplasms,regular,1,0,1
Long_Intergenic_Non_Protein_Coding_RNA,regular,0,1,1
Long_QT_Syndrome,regular,1,0,1
Low_Density_Lipoproteins,regular,0,1,1
Lung_Diseases_Interstitial,regular,0,1,1
Luteolin,regular,0,1,1
Lyme_Disease,regular,1,0,1
Lymphocyte_Activation,regular,1,0,1
Lymphoproliferative_Disorders,regular,1,0,1
Lysosomal_Storage_Diseases,regular,1,0,1
MAPK8_gene_MAPK8,regular,0,1,1
MG_132,regular,0,1,1
MK_801,regular,0,1,1
Macrophage_Activation,regular,1,0,1
Magnesium,regular,0,1,1
Magnetic_Resonance_Imaging,regular,0,1,1
Malignant_disease,regular,0,1,1
Malignant_mesothelioma,regular,1,0,1
Malignant_neoplasm_of_prostate,regular,0,1,1
Malignant_neoplasm_of_stomach,regular,1,0,1
Malignant_tumor_of_cervix,regular,1,0,1
Malposition,regular,0,1,1
Manganese,regular,0,1,1
Manic,regular,1,0,1
Marfan_Syndrome,regular,1,0,1
Massive_hemorrhage,regular,0,1,1
Mastitis_Bovine,regular,1,0,1
Measles,regular,0,1,1
Melioidosis,regular,1,0,1
Membrane_Potential_Mitochondrial,regular,0,1,1
Memory_Loss,regular,1,0,1
Meningoencephalitis,regular,1,0,1
Menkes_Kinky_Hair_Syndrome,regular,1,0,1
Mental_deterioration,regular,0,1,1
Mental_disorders,regular,0,1,1
Mercuric_chloride,regular,0,1,1
Mesothelioma,regular,1,0,1
Metabolites,regular,0,1,1
Metformin,regular,0,1,1
Methimazole,regular,0,1,1
Methohexital,regular,0,1,1
Methoxamine,regular,0,1,1
Methyl_Methanesulfonate,regular,0,1,1
Methylnitronitrosoguanidine,regular,0,1,1
Metronidazole,regular,0,1,1
Mineralocorticoid_Receptor,regular,0,1,1
Mineralocorticoids,regular,0,1,1
Mitochondrial_Encephalomyopathies,regular,1,0,1
Mitogen_Activated_Protein_Kinases,regular,0,1,1
Mitral_Valve_Prolapse,regular,0,1,1
Mixture,regular,0,1,1
Moloney_Leukemia_Virus,regular,0,1,1
Monoclonal_Antibodies,regular,0,1,1
Morphologically_altered_structure,regular,1,0,1
Motor_Neuron_Disease,regular,1,0,1
Movement,regular,1,0,1
Movement_Disorders,regular,1,0,1
Moyamoya_Disease,regular,0,1,1
Multidrug_resistant_bacteria,regular,0,1,1
Multisystem_disorder,regular,1,0,1
Murine_sarcoma_viruses,regular,0,1,1
Muscular_Dystrophies,regular,1,0,1
Muscular_Dystrophies_Limb_Girdle,regular,1,0,1
Muscular_Dystrophy_Duchenne,regular,1,0,1
Musculoskeletal_Diseases,regular,0,1,1
Mustard_Gas,regular,0,1,1
Mutagens,regular,0,1,1
Myasthenic_Syndromes_Congenital,regular,1,0,1
Mycobacterium_bovis,regular,0,1,1
Mycoplasma_pneumoniae,regular,0,1,1
Myelin_Basic_Proteins,regular,0,1,1
Myocardial_fibrosis,regular,1,0,1
Myocardial_necrosis,regular,1,0,1
Myopathies_Nemaline,regular,1,0,1
NG_Nitroarginine_Methyl_Ester,regular,0,1,1
NR0B1_gene_NR0B1,regular,0,1,1
Na_K_Exchanging_ATPase,regular,0,1,1
Naloxone,regular,0,1,1
Nanotubes_Carbon,regular,0,1,1
Necrotic_enteritis,regular,1,0,1
Nematoda,regular,0,1,1
Neonatal_diabetes_mellitus,regular,1,0,1
Neonatal_infection,regular,1,0,1
Nephrosclerosis,regular,1,0,1
Nephrotic_Syndrome,regular,1,0,1
Nerve_injury_NOS,regular,0,1,1
Neural_Development,regular,1,0,1
Neurocysticercosis,regular,0,1,1
Neuroinflammation,regular,1,0,1
Neurokinin_A,regular,0,1,1
Neuromuscular_Diseases,regular,1,0,1
Neuronal_Differentiation,regular,1,0,1
Neutrophilia,regular,1,0,1
Niacinamide,regular,0,1,1
Nicotinic_Receptors,regular,0,1,1
Niemann_Pick_Diseases,regular,1,0,1
Nitric_Oxide_Synthase,regular,0,1,1
Nitroarginine,regular,0,1,1
Nitrous_Oxide,regular,0,1,1
Noise,regular,0,1,1
Noncommunicable_Diseases,regular,0,1,1
ORDER_SPIROCHAETALES,regular,0,1,1
Obstetric_Labor_Premature,regular,0,1,1
Occupational_Exposure,regular,0,1,1
Occupational_asthma,regular,1,0,1
Ocular_Hypertension,regular,1,0,1
Opportunistic_Infections,regular,0,1,1
Optic_Atrophy_Hereditary_Leber,regular,1,0,1
Orthomyxoviridae,regular,0,1,1
Ossification_Heterotopic,regular,1,0,1
Osteogenesis_Imperfecta,regular,1,0,1
Osteomalacia,regular,1,0,1
Osteomyelitis,regular,1,0,1
Ototoxicity,regular,1,0,1
Ovarian_Failure_Premature,regular,1,0,1
Ovarian_failure,regular,1,0,1
Overnutrition,regular,0,1,1
Overweight,regular,0,1,1
Oxidants,regular,0,1,1
Oxidative_Damage,regular,1,0,1
PPAR_gamma,regular,0,1,1
PS2_protein_alzheimer_associated_PSEN2,regular,0,1,1
PSEN1,regular,0,1,1
PTH_protein_human_PTH,regular,0,1,1
Palmitates,regular,0,1,1
Pancreatitis_Acute,regular,1,0,1
Paraganglioma,regular,0,1,1
Paraplegia,regular,1,0,1
Pathological_accumulation_of_air_in_tissues,regular,1,0,1
Pathological_fracture,regular,1,0,1
Pelizaeus_Merzbacher_Disease,regular,1,0,1
Pelvic_Pain,regular,1,0,1
Peptidyl_Dipeptidase_A,regular,0,1,1
Pericardial_effusion,regular,0,1,1
Perinephritis,regular,0,1,1
Periodic_syndrome,regular,1,0,1
Peripheral_Vascular_Diseases,regular,1,0,1
Peripheral_nerve_injury_NOS,regular,0,1,1
Peroxides,regular,0,1,1
Peroxisomal_Disorders,regular,1,0,1
Persistent_infection,regular,1,0,1
Phenylketonurias,regular,1,0,1
Phenytoin,regular,0,1,1
Phorbol_Esters,regular,0,1,1
Phosphorylation,regular,0,1,1
Phosphotransferases,regular,0,1,1
Phytoplasma,regular,0,1,1
Pick_Disease_of_the_Brain,regular,1,0,1
Picrotoxin,regular,0,1,1
Pituitary_Neoplasms,regular,1,0,1
Placental_Insufficiency,regular,0,1,1
Plague,regular,1,0,1
Plasma,regular,0,1,1
Plasmodiophora_brassicae,regular,0,1,1
Plasmodium_falciparum,regular,0,1,1
Plasmodium_falciparum_infection,regular,0,1,1
Plasmodium_vivax,regular,0,1,1
Players,regular,0,1,1
Pleurisy,regular,1,0,1
Pneumocystis_carinii,regular,0,1,1
Pneumocystis_jiroveci,regular,0,1,1
Pneumonia_Bacterial,regular,1,0,1
Poisoning,regular,1,0,1
Poisoning_by_vitamin_D,regular,0,1,1
Pollutant,regular,0,1,1
Polychlorinated_Biphenyls,regular,0,1,1
Polycyclic_Hydrocarbons_Aromatic,regular,0,1,1
Polyglandular_Type_I_Autoimmune_Syndrome,regular,1,0,1
Polyomavirus,regular,0,1,1
Polysaccharides,regular,0,1,1
Porcine_respiratory_and_reproductive_syndrome_virus,regular,0,1,1
Porphyromonas_gingivalis,regular,0,1,1
Posterior_reversible_encephalopathy_syndrome,regular,1,0,1
Potassium_Chloride,regular,0,1,1
Premature_Menopause,regular,1,0,1
Premature_aging_syndrome,regular,1,0,1
Pressors,regular,0,1,1
Prevention,regular,0,1,1
Primary_disease,regular,0,1,1
Primary_immune_deficiency_disorder,regular,1,0,1
Primary_open_angle_glaucoma,regular,0,1,1
Problem,regular,1,0,1
Progeria,regular,1,0,1
Propylthiouracil,regular,0,1,1
Proteasome_inhibitor,regular,0,1,1
Protection,regular,1,0,1
Protein_p53_TP53,regular,0,1,1
Proteoglycan,regular,0,1,1
Proto_Oncogene_Proteins_c_akt_AKT1,regular,0,1,1
Protozoan_parasite,regular,0,1,1
Pseudoxanthoma_Elasticum,regular,1,0,1
Ptosis,regular,0,1,1
Pulmonary_Thromboembolisms,regular,0,1,1
Puncture_procedure,regular,1,0,1
Pyricularia_oryzae,regular,0,1,1
Pyrogens,regular,0,1,1
Pyrrolidines,regular,0,1,1
Q_Fever,regular,1,0,1
Quercetin,regular,0,1,1
RNA,regular,0,1,1
RNA_Small_Interfering,regular,0,1,1
RNA_Untranslated,regular,0,1,1
RNA_Viruses,regular,0,1,1
Ralstonia_solanacearum,regular,0,1,1
Recombinant_Erythropoietin,regular,0,1,1
Recombinant_Human_Macrophage_Inflammatory_Protein_1_Beta_CCL4,regular,0,1,1
Recombinant_Interferon_gamma,regular,0,1,1
Reconstructive_Surgical_Procedures,regular,0,1,1
Recurrence,regular,0,1,1
Relaxation,regular,0,1,1
Renal_artery_occlusion,regular,0,1,1
Renal_fibrosis,regular,1,0,1
Renal_infarction,regular,0,1,1
Renal_ischaemia,regular,0,1,1
Renal_tubular_acidosis,regular,1,0,1
Renal_vascular_disorders_NOS,regular,0,1,1
Renin,regular,0,1,1
Resistant_bacteria,regular,0,1,1
Resistant_organism,regular,0,1,1
Respiratory_Depression,regular,1,0,1
Respiratory_Insufficiency,regular,0,1,1
Respiratory_Syncytial_Virus_Infections,regular,0,1,1
Respiratory_complication,regular,0,1,1
Retinal_Neovascularization,regular,1,0,1
Retinal_dystrophy,regular,1,0,1
Retinoids,regular,0,1,1
Retinopathy_of_Prematurity,regular,0,1,1
Rett_Syndrome,regular,1,0,1
Rhizobium_radiobacter,regular,0,1,1
Rhodococcus_equi,regular,0,1,1
Ribavirin,regular,0,1,1
Rickets,regular,1,0,1
Rous_sarcoma_virus,regular,0,1,1
S6c_sarafotoxin,regular,0,1,1
SLC25A29,regular,0,1,1
STAT3_gene_STAT3,regular,0,1,1
STN_gene_EEF1A2,regular,0,1,1
Saline,regular,0,1,1
Salmonella_typhimurium,regular,0,1,1
Sciatica,regular,1,0,1
Sclerotinia_sclerotiorum,regular,0,1,1
Secondary_hypertension,regular,1,0,1
Senile_Plaques,regular,1,0,1
Senile_dementia,regular,1,0,1
Senility,regular,1,0,1
Sensorineural_Hearing_Loss,regular,1,0,1
Sensory_denervation_disorder,regular,0,1,1
Sepsis,regular,1,0,1
Sepsis_of_the_newborn,regular,1,0,1
Serum,regular,0,1,1
Severe_Combined_Immunodeficiency,regular,1,0,1
Severe_infection,regular,1,0,1
Sexually_Transmitted_Diseases,regular,1,0,1
Shock_Endotoxic,regular,1,0,1
Shock_Hemorrhagic,regular,0,1,1
Short_Bowel_Syndrome,regular,1,0,1
Sickle_Cell_Anemia,regular,1,0,1
Simian_virus_40,regular,0,1,1
Skeletal_dysplasia,regular,1,0,1
Skin_Diseases_Genetic,regular,1,0,1
Skin_Diseases_Infectious,regular,1,0,1
Skin_fibrosis_NOS,regular,1,0,1
Sleep_Apnea_Syndromes,regular,0,1,1
Small_bowel_obstruction_NOS,regular,1,0,1
Sodium,regular,0,1,1
Sodium_Chloride_Dietary,regular,0,1,1
Sodium_Glutamate,regular,0,1,1
Sodium_Urate_Monohydrate,regular,0,1,1
Solutions,regular,0,1,1
Solvents,regular,0,1,1
Somatic_mutation,regular,0,1,1
Spastic_Paraplegia_Hereditary,regular,1,0,1
Staphylococcus_coagulase_negative,regular,0,1,1
Staphylococcus_epidermidis,regular,0,1,1
Starvation,regular,0,1,1
Steatohepatitis,regular,1,0,1
Stenosis,regular,0,1,1
Stillbirth,regular,0,1,1
Stomatitis,regular,1,0,1
Strychnine,regular,0,1,1
Succinylcholine,regular,0,1,1
Sudden_infant_death_syndrome,regular,0,1,1
Sugars,regular,0,1,1
Sulfonylurea_Compounds,regular,0,1,1
Superior_Vena_Cava_Syndrome,regular,1,0,1
Swelling,regular,1,0,1
Systolic_dysfunction,regular,0,1,1
TLR4_protein_human_TLR4,regular,0,1,1
TNFRSF6_gene_FAS,regular,0,1,1
TNFSF10_gene_TNFSF10,regular,0,1,1
TNFSF10_protein_human_TNFSF10,regular,0,1,1
TNF_gene_TNF,regular,0,1,1
TNF_related_apoptosis_inducing_ligand,regular,0,1,1
TRANSCRIPTION_FACTOR,regular,0,1,1
Tachycardia_Ventricular,regular,0,1,1
Takayasu_s_Arteritis,regular,0,1,1
Tamoxifen,regular,0,1,1
Tardive_Dyskinesia,regular,1,0,1
Taurocholate,regular,0,1,1
Taurocholic_Acid_Monosodium_Salt,regular,0,1,1
Taxol,regular,0,1,1
Tay_Sachs_Disease,regular,1,0,1
Telemedicine,regular,1,0,1
Teratogenesis,regular,0,1,1
Teratogens,regular,0,1,1
Thalidomide,regular,0,1,1
Thioglycolates,regular,0,1,1
Thiopental,regular,0,1,1
Thromboembolism,regular,0,1,1
Thrombosis_of_cerebral_veins,regular,0,1,1
Thromboxane_A2,regular,0,1,1
Toll_like_receptors,regular,0,1,1
Tolylene_Diisocyanate,regular,0,1,1
Tooth_Loss,regular,1,0,1
Torsades_de_Pointes,regular,1,0,1
Toxoplasmosis,regular,1,0,1
Trachoma,regular,0,1,1
Treatment_Protocols,regular,0,1,1
Trinitrobenzenesulfonic_Acid,regular,0,1,1
Trisomy,regular,0,1,1
Trypanosoma,regular,0,1,1
Tularemia,regular,1,0,1
Tumor_induced_osteomalacia,regular,1,0,1
Tumorigenesis,regular,1,0,1
Tunicamycin,regular,0,1,1
Turpentine,regular,0,1,1
U_44619,regular,0,1,1
Ulcerative_Colitis,regular,1,0,1
Unconscious_State,regular,1,0,1
Unilateral_nephrectomy,regular,0,1,1
Unilateral_renal_artery_stenosis,regular,0,1,1
Uranyl_Nitrate,regular,0,1,1
Ureteropelvic_junction_obstruction,regular,0,1,1
Urethane,regular,0,1,1
Uric_Acid,regular,0,1,1
VP_16,regular,0,1,1
Vaccines_DNA,regular,0,1,1
Valproate,regular,0,1,1
Vancomycin_resistant_enterococcus,regular,0,1,1
Varicocele,regular,0,1,1
Vasoconstrictor_Agents,regular,0,1,1
Venous_Thromboembolism,regular,0,1,1
Ventricular_Premature_Complexes,regular,0,1,1
Ventricular_hypertrophy,regular,1,0,1
Vertebral_Artery_Dissection,regular,0,1,1
Vibrio_parahaemolyticus,regular,0,1,1
Vibrio_vulnificus,regular,0,1,1
Viremia,regular,1,0,1
Virilism,regular,1,0,1
Virulence_Factors,regular,0,1,1
Vision,regular,1,0,1
Vitamin_D,regular,0,1,1
Vitamin_K_3,regular,0,1,1
WDTC1,regular,0,1,1
Werner_Syndrome,regular,1,0,1
West_Nile_virus,regular,0,1,1
Wiskott_Aldrich_Syndrome,regular,1,0,1
Wound_Healing,regular,1,0,1
X_linked_agammaglobulinemia,regular,1,0,1
Xenobiotics,regular,0,1,1
Xylella_fastidiosa,regular,0,1,1
acrylamide,regular,0,1,1
alanosine,regular,0,1,1
aluminum_chloride,regular,0,1,1
aorta_constriction,regular,0,1,1
apoptogenic_cytochrome_c_release_channel_activity,regular,0,1,1
arginine_methyl_ester,regular,0,1,1
arsenic_trioxide,regular,0,1,1
arsenite,regular,0,1,1
barium_chloride,regular,0,1,1
beta_Thalassemia,regular,1,0,1
beta_site_APP_cleaving_enzyme_1_BACE1,regular,0,1,1
bevacizumab,regular,0,1,1
c_myc_Genes_MYC,regular,0,1,1
cardiac_muscle_cell_hypertrophy,regular,1,0,1
caspase_3,regular,0,1,1
caspase_3_activity,regular,0,1,1
caspase_8,regular,0,1,1
caspase_9,regular,0,1,1
caspase_activation,regular,0,1,1
castor_oil,regular,0,1,1
celecoxib,regular,0,1,1
cobaltous_chloride,regular,0,1,1
docetaxel,regular,0,1,1
end_organ_damage,regular,1,0,1
epigallocatechin_gallate,regular,0,1,1
erastin,regular,0,1,1
ferric_chloride,regular,0,1,1
fibrosarcoma,regular,1,0,1
free_radical_oxygen,regular,0,1,1
gamma_Aminobutyric_Acid,regular,0,1,1
gamma_secretase,regular,0,1,1
gefitinib,regular,0,1,1
gemcitabine,regular,0,1,1
glucose_high,regular,0,1,1
granzyme_B_GZMB,regular,0,1,1
hemolysis,regular,1,0,1
hepatotoxin,regular,0,1,1
hydrochloride,regular,0,1,1
imatinib,regular,0,1,1
insulinoma,regular,0,1,1
lambda_Carrageenan,regular,0,1,1
letrozole,regular,0,1,1
leukemia,regular,1,0,1
lymphocyte_proliferation,regular,1,0,1
microglial_cell_activation,regular,1,0,1
mitochondrial_processing_peptidase_activity,regular,0,1,1
motilin_MLN,regular,0,1,1
neuron_loss,regular,0,1,1
neuronal,regular,0,1,1
neuropeptide_Y_NPY,regular,0,1,1
olanzapine,regular,0,1,1
oligodendrocyte_myelin_glycoprotein_MOG,regular,0,1,1
oocyte_maturation,regular,1,0,1
oridonin,regular,0,1,1
parathyroid_hormone_related_protein,regular,0,1,1
pathologic_fistula,regular,1,0,1
phenylhydrazine,regular,0,1,1
polyphenols,regular,0,1,1
positive_regulation_of_NF_kappaB_transcription_factor_activity,regular,1,0,1
potassium_oxonate,regular,0,1,1
presenilin,regular,0,1,1
presenilin_1,regular,0,1,1
pristane,regular,0,1,1
pulmonary_complications,regular,0,1,1
release_of_sequestered_calcium_ion_into_cytoplasm,regular,1,0,1
resistin_RETN,regular,0,1,1
resveratrol,regular,0,1,1
sarcoma,regular,1,0,1
shikonin,regular,0,1,1
skin_disorder,regular,1,0,1
sphingosine_1_phosphate,regular,0,1,1
survivin,regular,0,1,1
tau_Proteins,regular,0,1,1
temozolomide,regular,0,1,1
toxicant,regular,0,1,1
trastuzumab,regular,0,1,1
trichostatin_A,regular,0,1,1
trimethyltin,regular,0,1,1
triptolide,regular,0,1,1
unfolded_protein_response,regular,0,1,1
ursolic_acid,regular,0,1,1
vascular_factor,regular,0,1,1
wave,regular,0,1,1
